sentence	author	title	allusion	variation_number	allusion_index	transformed_allusion
一本天机深更深，徒言万劫与千金。	吕岩	七言 其二十四		0		
异哉神剑实摽奇，自古求人得者稀。	元安	神剑歌		0		
满目笙歌一段空，万般离恨总随风。	无名氏	杂诗 其十		0		
雪鬓年颜老，霜庭景气秋。	白居易	秋寒		0		
今朝一惆怅，反覆看未已。	白居易	感情		0		
二祖为上首，达摩回西天。	文偃	宗脉颂		0		
欢爱今何在，悲啼亦是空。	白居易	结之		0		
人间务生事，耕种满田畴。	元稹	咏廿四气诗 惊蛰二月节		0		
削平天下实辛勤，却为道傍穷百姓。	杜牧	过骊山作		0		
万化成于渐，渐衰看不觉。	白居易	叹老三首 其一		0		
故人供禄米，邻舍与园蔬。	杜甫	酬高使君相赠		0		
闲徵雅令穷经史，醉听清吟胜管弦。	白居易	与梦得沽酒闲饮且约后期		0		
寥廓云海晚，苍茫宫观平。	李宾	登瓦官寺阁		0		
名高阃域，功著旗常。	无名氏	郊庙歌辞·后唐宗庙乐舞辞·昭德舞		0		
会须随鹿女，乞火到窗前。	李群玉	龙安寺佳人阿最歌八首 其四		0		
谁言旷遐祀，庶可相追陪。	吴筠	秋日彭蠡湖中观庐山		0		
群花解笑香宁久，众木虽高节不坚。	李中	题吉水县厅前新栽小松		0		
手版支为枕，头巾阁在墙。	白居易	郡斋暇日忆庐山草堂兼寄二林僧社三十韵多叙贬官已来出处之意		0		
幽芳被兰径，安得寄天杪。	元稹	忆云之		0		
幸忝君子顾，遂陪尘外踪。	王维	韦侍郎山居		0		
九陌争驰好鞍马，八人同著䌽衣裳。	元稹	酬哥舒大少府寄同年科第		0		
争似无为实相门，一超直入如来地。	玄觉	永嘉證道歌		0		
松柏虽寒苦，羞逐桃李春。	李白	颍阳别元丹丘之淮阳		0		
风巧解吹松上曲，蝶娇频采脸边脂。	蜀太妃徐氏	题金华宫		0		
累饷唯妻子，披冤是友于。	沈佺期	移禁司刑		0		
建国之兆，君临万方。	不详	郊庙歌辞 梁太庙乐舞辞 象功舞		0		
踏阳春，人间三月雨和尘。	病狂人	歌 其一		0		
涕泪虽多无哭处，永宁门馆属他人。	白居易	重到城七绝句 高相宅		0		
残蕊犹黏草，馀香尚惹衣。	王贞白	昭阳落花		0		
又不见九江张尚书，服药失明神气枯。	吕岩	𡏟头坯歌		0		
逐臣去室妇，降虏败军帅。	白居易	和微之诗二十三首 和知非		0		
芳草承蹄叶，垂杨拂顶枝。	白居易	有小白马乘驭多时奉使东行至稠桑驿溘然而毙足可惊伤不能忘情题二十韵		0		
密叶缘多亚，修条被压倾。	王棨	山明松雪		0		
无处张穗帷，如何望松柏。	李贺	汉唐姬饮酒歌		0		
十点五点残萤，千声万声秋雨。	子兰	秋日思旧山		0		
终随金砺用，不学玉山颓。	白居易	奉和思黯相公以李苏州所寄太湖石奇状绝伦因题二十韵见示兼呈梦得		0		
耿耿背斜灯，秋床一人寝。	白居易	禁中秋宿		0		
君苗徒见爇，谁咏士衡篇。	李峤	砚		0		
花少莺亦稀，年年春暗老。	白居易	登村东古冢		0		
倡和将雏曲，田翁号鹿皮。	杜甫	同豆卢峰知字韵		0		
功则维何，威明惠和。	吕温	其八 李卫公靖		0		
彭泽官初去，河阳赋始传。	王勃	三月曲水宴得烟字		0		
回薄万古心，揽之不盈掬。	李白	寻阳紫极宫感秋作		0		
凌云花顶腻，锁径竹梢低。	可止	雪十二韵		0		
与愁争底事，要尔作戈矛。	杜牧	不饮赠酒		0		
奇邪坏人室，夫惑不能除。	白居易	紫藤		0		
舜禹无陶尧，名随腐草灭。	元稹	谕宝二首 其二		0		
弄琴对云，酒熟兰薰。	王邕	后浯溪铭		0		
绿杨新草路，白发故乡人。	李端	东门送客		0		
残月暗将落，空霜寒欲明。	李端	送客赋得巴江夜猿		0		
学随尘土坠，漫数公卿关。	元稹	台中鞫狱忆开元观旧事呈损之兼赠周兄四十韵		0		
秋登岳寺云随步，夜宴江楼月满身。	杜荀鹤	献郑给事		0		
烟澹月濛濛，舟行夜色中。	白居易	江夜舟行		0		
君能礼此最下士，九州拭目瞻清光。	李白	赠潘侍御论钱少阳		0		
蘋藻采无乏，精灵若有凭。	敦煌人作品	其十二 安城祅咏		0		
而我有时白日忽欲睡，睡觉歘然起攘臂。	任华	寄李白		0		
平原池阁在谁家，双塔丛台野菊花。	王建	九日登丛台		0		
数声暮禽切，万壑秋意归。	杜牧	将出关宿层峰驿却寄李谏议		0		
斯人谢明代，百代坠鹓鸿。	李华	寄赵七侍御		0		
众山迢递皆相叠，一路高低不记盘。	方干	题报恩寺上方		0		
世业事黄老，妙年孤隐沦。	宋之问	始安秋日		0		
斥去奸谀，全固忠贞。	李适	宸扆台衡二铭 其一 宸扆铭		0		
散黛恨犹轻，插钗嫌未正。	王维	扶南曲歌词五首 其五		0		
老于干戈际，宅幸蓬荜遮。	杜甫	柴门		0		
星沉岭上人行早，月过湖西鹤唳稀。	李端	江上逢柳中庸		0		
焙中清晓朱门开，筐箱渐见新芽来。	李郢	茶山贡焙歌		0		
拂石安茶器，移床选树阴。	朱庆馀	凤翔西池与贾岛纳凉		0		
不知谁家子，复奏邯郸音。	王昌龄	江上闻笛		0		
拜庆朝金殿，欢娱列绮筵。	元稹	咏廿四气诗 冬至十一月中		0		
何处春深好，春深隐士家。	白居易	和春深二十首 其十一		0		
天子临轩四方贺，朝廷无事唯端拱。	元稹	其十 蛮子朝		0		
四方皆石壁，五位配金天。	李隆基	途经华岳		0		
神融蹑飞动，战胜洗侵凌。	杜甫	寄刘峡州伯华使君四十韵		0		
水一塘，䑳一只。	白居易	汎小䑳二首 其一		0		
荒村百物无，待此养衰瘵。	白居易	村居卧病三首 其三		0		
郢门一为客，巴月三成弦。	李白	郢门秋怀		0		
羁贫不易去，此日始西东。	司空曙	送卢堪		0		
屋中有一曝背翁，委置形骸如土木。	白居易	和微之诗二十三首 其一 和自劝二首		0		
神皋值宿雨，曲水已增波。	羊士谔	登乐游原寄司封孟郎中卢补阙		0		
衣典浊醪身倚桂，心中无事到云昏。	皮日休	杂体诗 其一 奉和鲁望药名离合夏月即事三首		0		
幕绕虚檐高岫色，镜临危槛小池光。	李咸用	春日题陈正字林亭		0		
随时有显晦，秉道无磷缁。	白居易	其五 答四皓庙		0		
疾走机先息，攲行力渐烦。	包佶	近获风痹之疾题寄所怀		0		
无情移得汝，贵在映江波。	杜甫	江头五咏 其二 栀子		0		
服之生羽翼，倏尔冲玄天。	皮日休	其七 以毛公泉一瓶献上谏议因寄		0		
青溪留别兴，更与白云期。	杜审言	和韦承庆过义阳公主山池五首 其五		0		
三州陷犬戎，但见西岭青。	杜甫	扬旗		0		
劫累终期灭，尘躬且未宁。	宋之问	游云门寺		0		
万古已矣，千年实封。	李潓	光禄卿王公墓志铭		0		
本来无作亦无行，行着之时是妄情。	吕岩	七言 其四十		0		
销沈昔意气，改换旧容质。	白居易	曲江感秋二首 其一		0		
漏鼓还思昼，宫莺罢啭春。	杜甫	奉送严公入朝十韵		0		
洛邑秦城少年别，两都陈事空闻说。	李涉	寄河阳从事杨潜		0		
路涂多是过残岁，杯酒无辞到醉乡。	伍乔	暮冬送何秀才毗陵		0		
碧洞幽岩独息心，时人何路得相寻。	伍乔	龙潭张道者		0		
奉诚园里地，墙缺见蓬蒿。	杜牧	过田家宅		0		
未传不住相，归集祖行诗。	毛涣	送最澄上人还日本国		0		
禁钟惊睡觉，唯不上东楼。	白居易	中书夜直梦忠州		0		
吁嗟华风衰，何尝不由是。	皮日休	其七 颂夷臣		0		
子建文笔壮，河间经术存。	杜甫	别李义		0		
凉宵露华重，低徊当月明。	元稹	遣兴十首 其四		0		
巨鳌莫戴三山去，我欲蓬莱顶上行。	李白	怀仙歌		0		
此心郁怅谁能论，有愧叨承国士恩。	李白	下途归石门旧居		0		
郊庙致敬，山川咸秩。	岑文本	藉田颂		0		
相逢太史奏，应是聚宝人。	李白	南陵五松山别荀七		0		
南荒不择吏，致我交趾覆。	懿宗朝举子	刺安南事诗		0		
江上亦秋色，火云终不移。	杜甫	复愁十二首 其十		0		
世乱郁郁久为客，路难悠悠常傍人。	杜甫	九日		0		
举国莫能和，巴人皆卷舌。	李白	感遇四首 其四		0		
晚色霞千片，秋声雁一行。	令狐楚	九日言怀		0		
树转宫犹出，笳悲马不前。	王维	恭懿太子挽歌五首 其一		0		
住在绿池边，朝朝学采莲。	佚名	采莲诗		0		
水文披菡萏，山翠动罘罳。	皎然	题报恩寺惟照上人房		0		
翠屏夹流水，何必羡蓬莱。	蜀太后徐氏	题金华宫		0		
放情任所尚，长揖归山泉。	吴筠	高士咏 其二十八 颜歜		0		
六国韩最弱，末年尤畏秦。	李华	咏史十一首 其一		0		
云是二月天，春风出携手。	白居易	梦与李七庾三十三同访元九		0		
窜逐诸丞相，苍茫远帝阍。	杜牧	昔事文皇帝三十二韵		0		
虚沾一百年，八十最是老。	王梵志	诗并序 其四十一		0		
金马东门只日开，汉庭待诏重仙才。	白居易	吴七郎中山人待制班中偶赠绝句		0		
维今之心兮不如斯，呜呼哀哉。	李煜	昭惠周后诔		0		
展禽抱纯粹，灭迹和光尘。	吴筠	其十九 柳下惠		0		
但未知生死，胜负两何如。	白居易	效陶潜体诗十六首 其十五		0		
马首摇残月，鸦群起古城。	李咸用	早行		0		
夜色侵洞房，春烟透帘出。	元稹	闺晚		0		
樱花落尽春将困，秋千架下归时。	李煜	谢新恩		0		
汎舟大河里，积水穷天涯。	王维	渡河到清河作		0		
江湖凡马多憔悴，衣冠往往乘蹇驴。	杜甫	惜别行送刘仆射判官		0		
游人夜到汝阳间，夜色冥濛不解颜。	王泠然	夜光篇		0		
云雷遘屯，卓立勋节。	宋申锡	义成军节度郑滑颍等州观察处置等使金紫光禄大夫检校司徒使持节滑州诸军事兼滑州刺史御史大夫上柱国陇西县开国公食邑一千八百户李公德政碑铭		0		
结交如乾银，产竭不成道。	李咸用	古意论交		0		
江浮残照阔，云散乱山横。	李中	江行晚泊寄湓城知友		0		
看面真如相，腹中怀蒺藜。	王梵志	回波乐 其五十八		0		
纵步不知远，夕阳犹未回。	王瓒	冬日与群公泛舟焦山 其二		0		
昔时谬向途中觅，今日看来火里冰。	慧棱	口占		0		
纷纷醉舞踏衣裳，把酒路旁劝行客。	王建	赛神曲		0		
相偎伫立，牵惹叙衷肠。	尹鹗	临江仙 其一		0		
上掌真何有，倾城岂自由。	李商隐	拟意		0		
春日绣衣轻，春台别有情。	皎然	和邢端公登台春望句句有春字之什		0		
雅饮纯和气，清吟冰雪文。	李山甫	寄太常王少卿		0		
从此便归林薮去，更将馀俸买南山。	李蠙	题善权寺石壁		0		
君不见昔日宜春太液边，披香画阁与天连。	沈佺期	七夕曝衣篇		0		
此时一千里，平下天台瀑。	皮日休	吴中苦雨因书一百韵寄鲁望		0		
枕簟遂清凉，筋骸稍轻健。	白居易	苦热喜凉		0		
自识来清瘦，寻常语论真。	朱庆馀	赠道者		0		
专城之重，分陕之雄。	李隆基	卢奂赞		0		
鼠骄衔笔砚，被冷束筋骸。	元稹	痁卧闻幕中诸公徵乐会饮因有戏呈三十韵		0		
兵革身将老，关河信不通。	杜甫	登牛头山亭子		0		
应将放鱼化，一境表吾心。	司空曙	送乐平苗明府		0		
欲望黄山道，无由见所思。	李颀	奉送五叔入京兼寄綦毋三		0		
胡地无春晖，征人行不归。	李白	学古思边		0		
清光洞毫发，皎洁照群情。	李白	赠清漳明府侄聿		0		
赤城别松乔，黄閤交夔龙。	白居易	题赠郑秘书徵君石沟溪隐居		0		
扑地枝回是翠钿，碧丝笼细不成烟。	皮日休	重玄寺双矮桧		0		
青草湖中万里程，黄梅雨里一人行。	白居易	其三 浪淘沙		0		
分司吉傅频过舍，致仕崔卿拟卜邻。	白居易	四年春		0		
仁圣天子神且武，内兴文教外披攘。	杜牧	皇风		0		
代公尉通泉，放意何自若。	杜甫	过郭代公故宅		0		
舍筑傅岩，脱鳞鹏升。	吕温	傅岩铭		0		
解有相思否，应无不舞时。	李商隐	柳		0		
远途哀跛鳖，薄艺奖雕虫。	李商隐	今月二日不自量度辄以诗一首四十韵干渎尊严伏蒙仁恩俯赐披览奖踰其实情溢于辞顾惟疏芜曷用酬戴辄复五言四十韵诗献上亦诗人咏叹不足之义也		0		
戒贪还避饵，思达每怀书。	吴晃	鱼上冰		0		
真供一笑乐，似欲慰穷途。	杜甫	自阆州领妻子却赴蜀州山行三首 其三		0		
秋风桃李摇落尽，为君青青伴松柏。	皎然	裴端公使君清席赋得青桂歌送徐长史		0		
美人恐惊去，不敢捲帘看。	捧剑仆	诗		0		
嘉禾之田，际海茫茫。	朱自勉	苏州嘉兴屯田纪绩颂		0		
䙰褷正重新开柳，呫嗫难通乍啭莺。	皮日休	偶留羊振文先辈及一二文友小饮日休以眼病初平不敢饮酒遣侍密欢因成四韵		0		
凡鳞不敢吞香饵，知是君王合钓龙。	李家明	元宗钓鱼无获进诗		0		
梁生倜傥心不羁，途穷气盖长安儿。	李颀	别梁锽		0		
花团夜雪明，叶剪春云绿。	白居易	有木诗八首 其八		0		
客饮杯中酒，驼悲千万春。	李贺	铜驼悲		0		
向夕垂钓还，吾从落潮去。	戎昱	晓次荆江		0		
寿域南山色，恩波东海流。	王棨	元日端门肆赦		0		
谁能来此焚香坐，共作垆峰二十人。	灵澈	东林寺寄包侍御		0		
地远从军乐，兵强分野闲。	李嘉祐	送韦侍御湖南幕府		0		
若令逢汉主，还冀识张公。	李峤	梨		0		
墨宝三千三百馀，展开胜读两车书。	沈传师	赞碎金		0		
贵教过客避，荣任行人看。	白居易	和微之诗二十三首 和望晓		0		
儿子有亦好，无亦甚其精。	王梵志	回波乐 其三十九		0		
曲终酣兴晚，须有醉归人。	李隆基	春中兴庆宫酺宴		0		
无天无神，惟道是信。	吕温	古东周城铭		0		
男女孝心我，我亦无别肚。	王梵志	诗并序 其三十二		0		
吾闻善医者，今古称扁鹊。	白居易	叹老三首 其一		0		
竹斋烧药灶，花屿读书床。	杜甫	寄彭州高三十五使君适虢州岑二十七长史参三十韵		0		
三馆学生放散，五台令史经明。	不详	高宗时语		0		
乃至头上发，经年方一沐。	白居易	因沐感发寄朗上人二首 其一		0		
清泠可爱，支体甚适。	白居易	磐石铭		0		
郑竹分科，燕棠辍讽。	王勃	乾元殿颂		0		
凭槛云还在，攀松鹤不飞。	李咸用	送钱契明尊师归庐山		0		
策密鬼神秘，威成剑骑雄。	王丘	奉和圣制送张尚书巡边		0		
逸翮怜鸿翥，离心觉刃劖。	元稹	送崔侍御之岭南二十韵		0		
羽卫离丹阙，金轩赴泰坛。	不详	郊庙歌辞 周郊祀乐章 治顺乐		0		
野竹栏阶种，岩花入户飞。	王绩	山家夏日九首 其五		0		
文字波中去不还，物情初与是非闲。	杜牧	望少华三首 其二		0		
玩景方搔首，怀人尚敛眉。	白居易	喜晴联句		0		
不奈春烟笼暗澹，可堪秋雨洗分明。	吴融	东归望华山		0		
梅蕊腊前破，梅花年后多。	杜甫	江梅		0		
惆怅江湖钓竿手，却遮西日向长安。	杜牧	途中一绝		0		
独向西园寻女伴，笑时双脸莲开。	敦煌曲子	思越人 美东邻		0		
棹寻椒岸萦回去，数里时逢一两家。	方干	路入金州江中作		0		
夜深，窗透数条斜月。	尹鹗	秋夜月		0		
秋日游古寺，秋山正苍苍。	王武陵	宿慧山寺		0		
仰天号一声，似欲诉苍穹。	白居易	其四 和大觜乌		0		
华侈矜递衒，豪俊相并吞。	李商隐	行次西郊作一百韵		0		
群动皆搅挠，化作流浑浑。	元稹	竞渡		0		
自厌久荒浪，于时无所任。	元结	詶裴云客		0		
风光引步酒开颜，送老消春嵩洛间。	白居易	春来频与李二宾客郭外同游因赠长句		0		
镜重轮兮何年，兰袭香兮何日。	李煜	昭惠周后诔		0		
空摇白团其谛苦，欲向缥囊还归旅。	王维	赠吴官		0		
良玉同其中，三日烧不热。	白居易	答友问		0		
雁起斜还直，潮回远复平。	李端	送新城戴叔伦明府		0		
闻道风光满扬子，天晴共上望乡楼。	李益	行舟		0		
序移玉律，节应金商。	不详	郊庙歌辞 五郊乐章 白郊迎神		0		
影浮佳气动，光射曙云新。	王棨	农祥晨正		0		
本志不求名与利，元心只慕水兼霞。	吕岩	七言 其七十四		0		
须防肘腋下，飞祸出无端。	皎然	从军行五首 其三		0		
不须赛神明，不必求巫祝。	不详	陕州语		0		
